Posted_On,Bedrooms,Rent,Size,Floor,Total_floor,Area_type,Area_locality,City,Furnishing_Status,Tenant_Preferred,Bathroom,Point_of_Contact
2022-06-23,2,200,775,2,3,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-05-19,2,300,1000,3,4,Super Area,Basaveshwara Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-19,2,291.67,900,1,2,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,1,108.33,500,2,5,Super Area,Aduru,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-20,1,266.67,550,2,5,Carpet Area,Chinnapanna Halli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-20,3,500,1250,15,18,Carpet Area,Begur Road,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-09,2,466.67,850,2,6,Carpet Area,"Nanja Reddy Colony, Jeevan Bima Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-30,1,108.33,150,1,2,Super Area,"Subhash Nagar, Kengeri Satellite Town",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-23,1,150,445,1,3,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-07-08,2,141.67,500,2,3,Carpet Area,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-21,2,333.33,750,2,3,Carpet Area,"Venkateshappa Layout-Kammanahalli, Kammanahalli",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-02,3,433.33,2000,1,2,Carpet Area,"Rbi Colony-Jayanagar, Jayanagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,1,133.33,500,1,3,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,141.67,730,2,4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-24,2,208.33,750,1,4,Super Area,Neelasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-16,1,133.33,600,3,4,Super Area,Ramagondanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-09,3,866.67,2710,4,7,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-12,2,300,1190,3,4,Carpet Area,Basava Nagar,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2022-07-07,1,250,435,2,5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-04-29,2,200,750,1,3,Super Area,"Electronics City Phase 1, Electronic City",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,3,1666.67,1800,2,4,Carpet Area,Bilal Nagar-Sagayapura,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-14,1,100,1200,3,5,Carpet Area,Lakshmipura,Bangalore,Furnished,Bachelors,1,Contact Owner
2022-05-05,2,200,600,2,3,Super Area,Btm Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-11,1,108.33,450,2,2,Super Area,Mathikere,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-16,3,225,1100,3,5,Super Area,Kudlu Gate,Bangalore,Unfurnished,Family,3,Contact Owner
2022-06-30,1,166.67,700,1,1,Super Area,Nagarbhavi,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-06-04,2,141.67,650,8,8,Carpet Area,Attibele,Bangalore,Furnished,Family,2,Contact Owner
2022-06-27,3,533.33,1768,8,13,Super Area,Yelahanka,Bangalore,Semi-Furnished,Family,3,Contact Agent
2022-06-20,3,700,1600,3,5,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,3,Contact Agent
2022-05-05,1,125,400,2,4,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-23,2,266.67,1200,1,4,Super Area,Kengeri,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-10,1,83.33,500,2,4,Super Area,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-04,2,233.33,700,1,2,Super Area,C V Raman Nagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-15,4,1000,2500,1,2,Super Area,Basaveshvara Nagar,Bangalore,Semi-Furnished,Family,4,Contact Owner
2022-06-23,1,141.67,500,2,4,Super Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-26,1,166.67,500,1,3,Carpet Area,snv la,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-30,1,141.67,500,1,2,Super Area,"Rmv Extension, Armane Nagar",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-05-05,2,250,1280,1,5,Carpet Area,"Ittamadu, Banashankari, Outer Ring Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,158.33,200,1,2,Carpet Area,Kengeri Upanagara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,416.67,750,4,5,Carpet Area,Koramangala,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent
2022-07-07,2,233.33,900,2,3,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,3,333.33,1200,1,2,Super Area,Basaveshwar Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-05,1,166.67,800,1,1,Super Area,Ramamurthy Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-10,2,166.67,500,2,4,Carpet Area,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-04-29,2,216.67,1000,1,3,Super Area,"Jayanti Nagar, Hormavu",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-02,2,216.67,850,0,2,Carpet Area,Sun City Layout,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-06-12,2,400,900,2,5,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-04,1,166.67,600,3,4,Super Area,"State Bank Of India Colony, Hegganahalli",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-04,1,133.33,600,2,4,Super Area,Mahadevapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-04,1,100,600,1,4,Super Area,Begur,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-04,3,350,1250,1,1,Super Area,Margondanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,3,416.67,2000,1,1,Super Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-19,2,141.67,532,1,2,Carpet Area,Tannery Road,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-06-08,2,216.67,1000,1,4,Super Area,Whitefield,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-20,1,83.33,150,2,3,Super Area,Rajarajeshwari Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-23,1,125,500,1,4,Super Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-04,1,231.67,600,1,4,Carpet Area,"Nallurhalli, Whitefield, Borewell Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-05-22,2,250,1100,3,3,Carpet Area,Uttarahalli,Bangalore,Furnished,Bachelors,2,Contact Owner
2022-05-27,3,500,1500,4,4,Carpet Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-07-06,2,216.67,500,2,5,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2022-04-29,1,128.33,600,1,2,Carpet Area,Sir M V Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,2,416.67,1200,5,12,Super Area,Yelahanka,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-06,2,283.33,1100,1,4,Super Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-07,3,650,1550,1,13,Carpet Area,Hennur Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-07-02,2,300,1050,1,3,Carpet Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,1,250,500,1,2,Super Area,Shanti Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,466.67,1500,1,4,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-24,2,291.67,1150,3,4,Carpet Area,"Vijaya Bank Colony -Bilekahalli, Bilekahalli",Bangalore,Semi-Furnished,Family,2,Contact Agent
2022-05-23,4,1250,2000,1,2,Super Area,Hsr Layout,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-05-11,2,233.33,110,1,2,Carpet Area,RT Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-29,1,150,500,3,4,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,3,333.33,1465,2,4,Super Area,Sunkadakatte,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-04,2,200,940,2,5,Carpet Area,"Attur Layout, Yelahanka New Town",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,2,200,850,1,4,Super Area,Basaveshwar Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-02,2,400,990,14,30,Carpet Area,Tumkur Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-06-20,2,200,750,1,3,Super Area,BBMP convertion layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-20,1,166.67,500,2,3,Super Area,Garvebhavi Palya,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-16,3,400,1430,2,3,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,1,150,600,3,4,Carpet Area,"Chelekare, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,1,Contact Owner
2022-06-11,2,200,900,1,2,Carpet Area,"Jeevanhalli, Cox Town",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-29,2,183.33,1100,1,2,Super Area,Konanakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-29,2,250,900,1,3,Carpet Area,"Venkatpura, HSR Layout",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-23,1,91.67,600,2,3,Super Area,Byatarayanapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-23,2,300,1000,1,4,Carpet Area,Kudlu Gate,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-07-06,2,700,1150,2,4,Carpet Area,Koramangala,Bangalore,Furnished,Bachelors,2,Contact Agent
2022-04-29,2,300,1250,1,4,Super Area,"Devarachikannahalli, Begur Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-29,2,250,1000,1,4,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,1,100,500,2,3,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,3,500,2000,1,1,Super Area,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-04-30,2,200,850,1,2,Super Area,Choodasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-28,2,166.67,990,1,2,Carpet Area,"Hbr Layout Block 2, HBR Layout",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-27,2,158.33,850,1,2,Carpet Area,Raghavendra Layout,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-05-05,2,266.67,1000,4,5,Super Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-23,2,158.33,650,4,5,Super Area,Nagvarpalya Main Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-16,1,108.33,400,2,2,Carpet Area,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-03,2,225,1000,2,2,Carpet Area,Mylasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-29,2,416.67,1350,12,13,Super Area,Doddaballapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,2,158.33,600,2,3,Super Area,Hbr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,4,3166.67,4000,1,2,Super Area,Koramangala,Bangalore,Furnished,Bachelors/Family,5,Contact Owner
2022-06-28,2,1500,950,4,5,Carpet Area,Aarna Enclave,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-30,2,400,777,4,8,Carpet Area,Yelahanka,Bangalore,Semi-Furnished,Family,2,Contact Agent
2022-06-23,3,250,1200,2,4,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-10,2,366.67,1600,1,2,Super Area,Kodigehalli,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-06-20,3,566.67,1500,14,20,Carpet Area,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-06,2,208.33,570,1,3,Super Area,Btm Layout Stage 4,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-03,3,466.67,1800,18,19,Carpet Area,Mysore Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-04,2,200,1100,1,3,Super Area,Arakere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-23,1,133.33,400,1,2,Super Area,"Lingarajapuram, Lingarajapuram, Hennur Main Road",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-11,1,125,750,1,1,Carpet Area,Bettadasanapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-03,2,566.67,1400,5,5,Carpet Area,HRBR Layout Block 1,Bangalore,Furnished,Bachelors,2,Contact Agent
2022-06-27,3,533.33,1789,8,13,Super Area,Yelahanka,Bangalore,Semi-Furnished,Family,3,Contact Agent
2022-05-23,2,241.67,650,1,2,Carpet Area,"Maruthi Nagar-Kaggadasapura, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-29,2,266.67,1200,2,4,Super Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-29,1,125,460,3,4,Super Area,Singahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-24,2,125,500,1,2,Carpet Area,"Kammagondahalli, Jalahalli",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-06,2,325,1080,1,2,Carpet Area,Bda Layout -Lingarajapuram,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-06-10,3,1250,2000,1,5,Carpet Area,Dhobi Ghat- Rajajinagar,Bangalore,Furnished,Bachelors,2,Contact Agent
2022-07-06,2,275,1100,2,3,Super Area,Hbr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-01,2,241.67,1025,8,9,Super Area,Chandapura,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-06-27,2,266.67,650,1,3,Carpet Area,"Aradhana Layout, Arakere",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-23,2,133.33,800,1,3,Super Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-06,3,4666.67,2800,6,30,Carpet Area,Rajajinagar,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
2022-05-19,2,350,1100,3,4,Carpet Area,Hennur Main Road,Bangalore,Furnished,Bachelors,2,Contact Agent
2022-05-19,3,500,1300,2,4,Carpet Area,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-16,3,1083.33,2000,3,6,Super Area,Frazer Town,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-16,3,3000,2500,4,8,Carpet Area,Mahatma Gandhi Road,Bangalore,Unfurnished,Bachelors,3,Contact Agent
2022-06-08,2,166.67,600,2,4,Super Area,Hommadevanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-07,2,200,630,3,5,Super Area,Whitefield,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-07-07,2,150,550,1,2,Super Area,Hosakerehalli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-01,2,366.67,1025,3,3,Super Area,Basaveshvara Nagar,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-05-08,1,166.67,500,1,4,Carpet Area,Kadugodi Pattalamma Layout,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-05-25,3,800,1286,8,16,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-22,1,183.33,800,1,4,Super Area,Adugodi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-09,2,183.33,900,1,3,Super Area,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-23,3,666.67,1618,2,4,Super Area,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-08,1,166.67,500,2,5,Super Area,Marathahalli-Sarjapur Outer Ring Road,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-27,1,108.33,450,1,2,Carpet Area,Garden City University,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-29,2,300,850,3,4,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-07,3,366.67,1374,1,16,Super Area,Kanakapura Road,Bangalore,Semi-Furnished,Family,2,Contact Agent
2022-05-30,3,466.67,1600,2,4,Super Area,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-10,1,103.33,400,2,3,Super Area,Nagarbhavi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-12,3,1833.33,1500,6,16,Carpet Area,Hebbal,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
2022-06-15,2,91.67,800,1,4,Super Area,Kengeri Hobli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-21,3,833.33,1580,3,3,Carpet Area,Koramangala 8Th Block,Bangalore,Unfurnished,Bachelors,3,Contact Agent
2022-06-23,2,200,700,1,2,Carpet Area,Agrahara Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-08,2,191.67,700,1,2,Super Area,Sadashiva Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-20,1,266.67,550,1,7,Carpet Area,"Doddanekundi, Kartik Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-16,1,183.33,450,4,4,Carpet Area,Krishna Reddy Layout -Domlur,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-18,4,2500,4550,3,5,Super Area,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,Semi-Furnished,Family,5,Contact Agent
2022-06-30,1,150,400,1,1,Super Area,"Laxminarayana Layout, Munnekollal",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-07-07,1,100,650,1,3,Super Area,Jnana Ganga Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-04,2,200,700,1,4,Super Area,Bagalur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,266.67,1333,2,4,Super Area,"Ms Palya, Vidyaranyapura",Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-05-31,3,583.33,1500,1,4,Carpet Area,Vasanth Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-27,1,150,425,2,5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-05-27,1,133.33,300,1,3,Super Area,Airport Road,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,225,650,2,3,Carpet Area,Vijayanagar,Bangalore,Unfurnished,Family,2,Contact Owner
2022-06-15,2,233.33,800,1,2,Super Area,"Banashankari Stage 2, Banashankari",Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-07-07,2,233.33,1200,2,3,Carpet Area,Srinivaspura,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-05-05,1,78.33,500,1,4,Super Area,Chikkabanavara,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,283.33,1000,3,4,Super Area,Mavalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,2,183.33,600,1,3,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,1,200,600,2,3,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-27,3,500,1875,3,3,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,200,1000,1,4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,3,350,1300,3,3,Super Area,Hormavu Ring Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,1,100,350,3,4,Super Area,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,2,308.33,900,2,3,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-27,1,79.17,200,2,2,Carpet Area,"Chamundeshwari Layout, Arakere",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-23,2,250,700,1,5,Super Area,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,2,293.33,1000,1,4,Carpet Area,Hosur Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-10,3,583.33,1700,10,13,Carpet Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-27,2,133.33,600,2,3,Super Area,Ullal Main Road,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,116.67,650,2,5,Super Area,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,250,750,1,2,Super Area,Byrathi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-10,3,500,1750,1,3,Super Area,"Chowdeshwari Layout, Yelahanka",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-02,3,1666.67,1950,3,3,Carpet Area,Koramangala Block 3,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-23,2,300,1065,2,5,Carpet Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-23,2,133.33,600,1,1,Super Area,Nagadevana Halli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-23,2,150,600,2,4,Super Area,Laggere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-27,1,100,500,1,2,Super Area,Doddanagamangala,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-04,2,125,600,1,2,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-04,1,250,600,5,5,Carpet Area,"A Narayanapura, Mahadevapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-07-06,2,166.67,900,1,1,Carpet Area,"Chikbasavnapura, Krishnarajapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-23,2,233.33,500,1,3,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,1,116.67,600,2,3,Super Area,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-06,3,1000,1710,6,18,Carpet Area,"Ambedkar Colony, Yelahanka",Bangalore,Unfurnished,Bachelors/Family,3,Contact Agent
